Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,Product Name,Sales,Quantity,Discount,Profit
CA-2014-158274,19-11-2014,24-11-2014,Second Class,RM-19675,Monroe,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.986
CA-2014-158274,19-11-2014,24-11-2014,Second Class,RM-19675,Monroe,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
CA-2016-105018,28-11-2016,02-12-2016,Standard Class,SK-19990,Fairfield,Avery Poly Binder Pockets,7.16,2,0,3.4368
CA-2014-123260,26-08-2014,30-08-2014,Standard Class,FM-14290,Los Angeles,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.984
CA-2016-157000,16-07-2016,22-07-2016,Standard Class,AM-10360,Grand Prairie,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224
CA-2016-157000,16-07-2016,22-07-2016,Standard Class,AM-10360,Grand Prairie,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255
CA-2015-102281,12-10-2015,14-10-2015,First Class,MP-17470,New York City,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
CA-2015-102281,12-10-2015,14-10-2015,First Class,MP-17470,New York City,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.0928
CA-2015-102281,12-10-2015,14-10-2015,First Class,MP-17470,New York City,Xerox 205,51.84,8,0,24.8832
CA-2015-102281,12-10-2015,14-10-2015,First Class,MP-17470,New York City,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
CA-2015-102281,12-10-2015,14-10-2015,First Class,MP-17470,New York City,4009 Highlighters by Sanford,19.9,5,0,6.567
CA-2015-131457,31-10-2015,06-11-2015,Standard Class,MZ-17515,Redlands,Poly String Tie Envelopes,14.28,7,0,6.7116
CA-2014-140004,21-03-2014,25-03-2014,Standard Class,CB-12025,Hamilton,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
CA-2014-140004,21-03-2014,25-03-2014,Standard Class,CB-12025,Hamilton,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
CA-2017-107720,06-11-2017,13-11-2017,Standard Class,VM-21685,Westfield,Decoflex Hanging Personal Folder File,46.26,3,0,12.0276
US-2017-124303,06-07-2017,13-07-2017,Standard Class,FH-14365,Philadelphia,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
US-2017-124303,06-07-2017,13-07-2017,Standard Class,FH-14365,Philadelphia,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
CA-2017-105074,24-06-2017,29-06-2017,Standard Class,MB-17305,Akron,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795
CA-2014-133690,03-08-2014,05-08-2014,First Class,BS-11755,Denver,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875
CA-2014-133690,03-08-2014,05-08-2014,First Class,BS-11755,Denver,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
US-2017-116701,17-12-2017,21-12-2017,Second Class,LC-17140,Dallas,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668
CA-2017-126382,03-06-2017,07-06-2017,Standard Class,HK-14890,Franklin,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
CA-2017-108329,09-12-2017,14-12-2017,Standard Class,LE-16810,Whittier,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,JH-15985,Saginaw,"Tennsco Lockers, Gray",83.92,4,0,5.8744
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,JH-15985,Saginaw,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,JH-15985,Saginaw,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,JH-15985,Saginaw,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.2099
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,JH-15985,Saginaw,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.6796
CA-2015-101007,09-02-2015,13-02-2015,Second Class,MS-17980,Dallas,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,VW-21775,Medina,Avery 505,23.68,2,0.2,8.88
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,VW-21775,Medina,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,VW-21775,Medina,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,VW-21775,Medina,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,-950.4
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,VW-21775,Medina,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792
CA-2016-130162,28-10-2016,01-11-2016,Standard Class,JH-15910,Los Angeles,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568
CA-2016-130162,28-10-2016,01-11-2016,Standard Class,JH-15910,Los Angeles,Adtran 1202752G1,302.376,3,0.2,22.6782
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904
CA-2015-169397,24-12-2015,27-12-2015,First Class,JB-15925,Dublin,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,DS-13180,Detroit,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.968
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,DS-13180,Detroit,Bevis 36 x 72 Conference Tables,622.45,5,0,136.939
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,DS-13180,Detroit,Rogers Deluxe File Chest,21.98,1,0,0.2198
US-2015-145436,28-02-2015,04-03-2015,Standard Class,VD-21670,Columbia,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744
US-2015-145436,28-02-2015,04-03-2015,Standard Class,VD-21670,Columbia,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
US-2014-156216,13-09-2014,17-09-2014,Standard Class,EA-14035,Charlotte,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432
US-2017-100930,07-04-2017,12-04-2017,Standard Class,CS-12400,Tampa,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048
US-2017-100930,07-04-2017,12-04-2017,Standard Class,CS-12400,Tampa,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458
US-2017-100930,07-04-2017,12-04-2017,Standard Class,CS-12400,Tampa,GBC Instant Index System for Binding Systems,5.328,2,0.7,-3.552
US-2017-100930,07-04-2017,12-04-2017,Standard Class,CS-12400,Tampa,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0
US-2017-100930,07-04-2017,12-04-2017,Standard Class,CS-12400,Tampa,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247
CA-2017-160514,12-11-2017,16-11-2017,Standard Class,DB-13120,Santa Clara,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0,4.752
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,Xerox 1957,25.92,5,0.2,9.396
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,Staple-based wall hangings,11.688,3,0.6,-4.6752
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,KI Conference Tables,177.225,5,0.5,-120.513
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308
CA-2016-157749,04-06-2016,09-06-2016,Second Class,KL-16645,Chicago,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
CA-2014-131926,01-06-2014,06-06-2014,Second Class,DW-13480,Lakeville,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.5394
CA-2014-131926,01-06-2014,06-06-2014,Second Class,DW-13480,Lakeville,Safco Steel Mobile File Cart,166.72,2,0,41.68
CA-2014-131926,01-06-2014,06-06-2014,Second Class,DW-13480,Lakeville,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94
CA-2014-131926,01-06-2014,06-06-2014,Second Class,DW-13480,Lakeville,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0,496.0725
CA-2014-131926,01-06-2014,06-06-2014,Second Class,DW-13480,Lakeville,Xerox 205,25.92,4,0,12.4416
CA-2016-154739,10-12-2016,15-12-2016,Second Class,LH-17155,San Francisco,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
CA-2016-145625,11-09-2016,17-09-2016,Standard Class,KC-16540,San Diego,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767
CA-2016-145625,11-09-2016,17-09-2016,Standard Class,KC-16540,San Diego,Logitech P710e Mobile Speakerphone,3347.37,13,0,636.0003
CA-2016-146941,10-12-2016,13-12-2016,First Class,DL-13315,New York City,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.5624
CA-2016-146941,10-12-2016,13-12-2016,First Class,DL-13315,New York City,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.864
US-2015-159982,28-11-2015,04-12-2015,Standard Class,DR-12880,Chicago,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
US-2015-159982,28-11-2015,04-12-2015,Standard Class,DR-12880,Chicago,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
US-2015-159982,28-11-2015,04-12-2015,Standard Class,DR-12880,Chicago,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044
US-2015-159982,28-11-2015,04-12-2015,Standard Class,DR-12880,Chicago,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,0.2,56.6916
CA-2017-163139,01-12-2017,03-12-2017,Second Class,CC-12670,New York City,Sabrent 4-Port USB 2.0 Hub,20.37,3,0,6.9258
CA-2017-163139,01-12-2017,03-12-2017,Second Class,CC-12670,New York City,Safco Industrial Shelving,221.55,3,0,6.6465
CA-2017-163139,01-12-2017,03-12-2017,Second Class,CC-12670,New York City,Acco 3-Hole Punch,17.52,5,0.2,6.132
US-2017-155299,08-06-2017,12-06-2017,Standard Class,Dl-13600,Pasadena,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,0.8,-4.466
US-2014-106992,19-09-2014,21-09-2014,Second Class,SB-20290,Houston,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997
US-2014-106992,19-09-2014,21-09-2014,Second Class,SB-20290,Houston,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958
CA-2016-125318,06-06-2016,13-06-2016,Standard Class,RC-19825,Chicago,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196
CA-2015-155040,10-11-2015,15-11-2015,Standard Class,AH-10210,Brentwood,Microsoft Sculpt Comfort Mouse,79.9,2,0,35.156
CA-2017-136826,16-06-2017,20-06-2017,Standard Class,CB-12535,Chapel Hill,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304
CA-2016-111010,22-01-2016,28-01-2016,Standard Class,PG-18895,Morristown,Bagged Rubber Bands,7.56,6,0,0.3024
US-2017-145366,09-12-2017,13-12-2017,Standard Class,CA-12310,Cincinnati,Safco Commercial Shelving,37.208,1,0.2,-7.4416
US-2017-145366,09-12-2017,13-12-2017,Standard Class,CA-12310,Cincinnati,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591
CA-2017-163979,28-12-2017,02-01-2018,Second Class,KH-16690,San Francisco,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936
CA-2015-155334,30-07-2015,31-07-2015,First Class,HA-14920,San Francisco,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0,92.3692
CA-2015-155334,30-07-2015,31-07-2015,First Class,HA-14920,San Francisco,Regeneration Desk Collection,5.28,3,0,2.3232
CA-2015-155334,30-07-2015,31-07-2015,First Class,HA-14920,San Francisco,Presstex Flexible Ring Binders,10.92,3,0.2,4.095
CA-2017-118136,16-09-2017,17-09-2017,First Class,BB-10990,Inglewood,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572
CA-2017-118136,16-09-2017,17-09-2017,First Class,BB-10990,Inglewood,Newell 330,5.98,1,0,1.5548
CA-2017-132976,13-10-2017,17-10-2017,Standard Class,AG-10495,Philadelphia,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768
CA-2017-132976,13-10-2017,17-10-2017,Standard Class,AG-10495,Philadelphia,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
CA-2017-132976,13-10-2017,17-10-2017,Standard Class,AG-10495,Philadelphia,Eldon Simplefile Box Office,59.712,6,0.2,5.9712
CA-2017-132976,13-10-2017,17-10-2017,Standard Class,AG-10495,Philadelphia,Avery 489,24.84,3,0.2,8.694
US-2015-161991,26-09-2015,28-09-2015,Second Class,SC-20725,Houston,Round Ring Binders,2.08,5,0.8,-3.432
US-2015-161991,26-09-2015,28-09-2015,Second Class,SC-20725,Houston,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
CA-2015-130890,02-11-2015,06-11-2015,Standard Class,JO-15280,Los Angeles,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
CA-2015-130883,26-09-2015,02-10-2015,Standard Class,TB-21520,Portland,Easy-staple paper,141.76,5,0.2,47.844
CA-2015-130883,26-09-2015,02-10-2015,Standard Class,TB-21520,Portland,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
CA-2015-130883,26-09-2015,02-10-2015,Standard Class,TB-21520,Portland,Xerox 216,31.104,6,0.2,10.8864
CA-2016-112697,18-12-2016,20-12-2016,Second Class,AH-10195,Tamarac,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372
CA-2016-112697,18-12-2016,20-12-2016,Second Class,AH-10195,Tamarac,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
CA-2016-112697,18-12-2016,20-12-2016,Second Class,AH-10195,Tamarac,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145
CA-2016-110772,20-11-2016,24-11-2016,Second Class,NZ-18565,Columbus,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836
CA-2016-110772,20-11-2016,24-11-2016,Second Class,NZ-18565,Columbus,Avery 512,18.496,8,0.2,6.2424
CA-2016-110772,20-11-2016,24-11-2016,Second Class,NZ-18565,Columbus,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966
CA-2016-110772,20-11-2016,24-11-2016,Second Class,NZ-18565,Columbus,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
CA-2014-111451,26-12-2014,28-12-2014,First Class,KL-16555,Colorado Springs,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
CA-2014-111451,26-12-2014,28-12-2014,First Class,KL-16555,Colorado Springs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
CA-2014-111451,26-12-2014,28-12-2014,First Class,KL-16555,Colorado Springs,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646
CA-2014-111451,26-12-2014,28-12-2014,First Class,KL-16555,Colorado Springs,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
CA-2014-111451,26-12-2014,28-12-2014,First Class,KL-16555,Colorado Springs,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
CA-2016-142545,28-10-2016,03-11-2016,Standard Class,JD-15895,Belleville,Xerox 223,32.4,5,0,15.552
CA-2016-142545,28-10-2016,03-11-2016,Standard Class,JD-15895,Belleville,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.8248
CA-2016-142545,28-10-2016,03-11-2016,Standard Class,JD-15895,Belleville,Xerox 1939,56.91,3,0,27.3168
CA-2016-142545,28-10-2016,03-11-2016,Standard Class,JD-15895,Belleville,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
CA-2016-142545,28-10-2016,03-11-2016,Standard Class,JD-15895,Belleville,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.5688
US-2017-152380,19-11-2017,23-11-2017,Standard Class,JH-15910,Chicago,BPI Conference Tables,219.075,3,0.5,-131.445
CA-2015-144253,04-05-2015,09-05-2015,Second Class,AS-10225,New York City,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.864
CA-2014-130960,30-12-2014,04-01-2015,Standard Class,KB-16600,Taylor,Newell 350,9.84,3,0,2.8536
CA-2014-111003,01-06-2014,06-06-2014,Standard Class,CR-12625,Lakewood,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208
CA-2014-111003,01-06-2014,06-06-2014,Standard Class,CR-12625,Lakewood,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868
CA-2017-126774,15-04-2017,17-04-2017,First Class,SH-20395,Arlington,Faber Castell Col-Erase Pencils,4.89,1,0,2.0049
CA-2016-142902,12-09-2016,14-09-2016,Second Class,BP-11185,Arvada,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948
CA-2016-142902,12-09-2016,14-09-2016,Second Class,BP-11185,Arvada,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114
CA-2016-142902,12-09-2016,14-09-2016,Second Class,BP-11185,Arvada,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
CA-2016-142902,12-09-2016,14-09-2016,Second Class,BP-11185,Arvada,Avery 509,6.264,3,0.2,2.0358
CA-2014-120887,27-09-2014,03-10-2014,Standard Class,TS-21205,Hackensack,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422
CA-2014-167850,09-08-2014,16-08-2014,Standard Class,AG-10525,Saint Petersburg,AT&T 1070 Corded Phone,178.384,2,0.2,22.298
CA-2014-167850,09-08-2014,16-08-2014,Standard Class,AG-10525,Saint Petersburg,Xerox 21,15.552,3,0.2,5.4432
CA-2014-164259,28-12-2014,30-12-2014,First Class,SP-20860,Philadelphia,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,New York City,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,New York City,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,New York City,Panasonic Kx-TS550,275.94,6,0,80.0226
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,New York City,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,New York City,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071
CA-2014-156601,19-09-2014,24-09-2014,Standard Class,FA-14230,Long Beach,OIC Binder Clips,7.16,2,0,3.58
CA-2016-162138,23-04-2016,27-04-2016,Standard Class,GK-14620,Hesperia,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744
CA-2016-162138,23-04-2016,27-04-2016,Standard Class,GK-14620,Hesperia,Logitech Wireless Headset h800,99.99,1,0,34.9965
CA-2017-153339,03-11-2017,05-11-2017,Second Class,DJ-13510,Murfreesboro,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995
US-2016-141544,30-08-2016,01-09-2016,First Class,PO-18850,Philadelphia,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762
US-2016-141544,30-08-2016,01-09-2016,First Class,PO-18850,Philadelphia,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
US-2016-141544,30-08-2016,01-09-2016,First Class,PO-18850,Philadelphia,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
US-2016-141544,30-08-2016,01-09-2016,First Class,PO-18850,Philadelphia,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
US-2016-141544,30-08-2016,01-09-2016,First Class,PO-18850,Philadelphia,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936
US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,Philadelphia,AT&T 841000 Phone,82.8,2,0.4,-20.7
US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,Philadelphia,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,Philadelphia,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
CA-2015-137946,01-09-2015,04-09-2015,Second Class,DB-13615,Los Angeles,Storex Dura Pro Binders,4.752,1,0.2,1.6038
CA-2015-137946,01-09-2015,04-09-2015,Second Class,DB-13615,Los Angeles,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
CA-2015-137946,01-09-2015,04-09-2015,Second Class,DB-13615,Los Angeles,Avery Non-Stick Binders,14.368,4,0.2,4.49
CA-2014-129924,12-07-2014,17-07-2014,Standard Class,AC-10420,San Francisco,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
CA-2014-129924,12-07-2014,17-07-2014,Standard Class,AC-10420,San Francisco,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588
CA-2015-128167,22-06-2015,26-06-2015,Second Class,KL-16645,Layton,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,Philadelphia,Newell 314,17.856,4,0.2,1.116
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,Philadelphia,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,Philadelphia,Staples,30.992,13,0.2,10.0724
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,Philadelphia,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916
US-2015-120712,20-12-2015,24-12-2015,Standard Class,CS-12130,Austin,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22
CA-2017-169901,15-06-2017,19-06-2017,Standard Class,CC-12550,San Francisco,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976
CA-2017-134306,08-07-2017,12-07-2017,Standard Class,TD-20995,Lowell,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996
CA-2017-134306,08-07-2017,12-07-2017,Standard Class,TD-20995,Lowell,Easy-staple paper,24.56,2,0,11.5432
CA-2017-134306,08-07-2017,12-07-2017,Standard Class,TD-20995,Lowell,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.1472
CA-2016-129714,01-09-2016,03-09-2016,First Class,AB-10060,New York City,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086
CA-2016-129714,01-09-2016,03-09-2016,First Class,AB-10060,New York City,Xerox 1881,24.56,2,0,11.5432
CA-2016-129714,01-09-2016,03-09-2016,First Class,AB-10060,New York City,Acco Hanging Data Binders,3.048,1,0.2,1.0668
CA-2016-129714,01-09-2016,03-09-2016,First Class,AB-10060,New York City,Xerox 1881,49.12,4,0,23.0864
CA-2016-129714,01-09-2016,03-09-2016,First Class,AB-10060,New York City,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296
CA-2016-138520,08-04-2016,13-04-2016,Standard Class,JL-15505,New York City,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588
CA-2016-138520,08-04-2016,13-04-2016,Standard Class,JL-15505,New York City,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996
CA-2016-138520,08-04-2016,13-04-2016,Standard Class,JL-15505,New York City,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864
CA-2016-138520,08-04-2016,13-04-2016,Standard Class,JL-15505,New York City,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,0,15.824
CA-2016-130001,23-04-2016,28-04-2016,Standard Class,HK-14890,Charlotte,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325
CA-2017-155698,08-03-2017,11-03-2017,First Class,VB-21745,Columbus,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384
CA-2017-155698,08-03-2017,11-03-2017,First Class,VB-21745,Columbus,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
CA-2017-144904,25-09-2017,01-10-2017,Standard Class,KW-16435,New York City,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
CA-2017-144904,25-09-2017,01-10-2017,Standard Class,KW-16435,New York City,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
CA-2017-144904,25-09-2017,01-10-2017,Standard Class,KW-16435,New York City,Newell 333,5.56,2,0,1.4456
CA-2017-144904,25-09-2017,01-10-2017,Standard Class,KW-16435,New York City,Eldon Wave Desk Accessories,47.12,8,0,20.7328
